partner;marriage;break;divorce;eductaion;work;sep_from_par;child;education_type;locality;religion;how_often;generation;gender
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;5g;f
1;1;0;0;1;1;1;1;general;city;yes;sev_a_year;9g;f
0;0;0;0;1;1;1;1;general;city;yes;never;1g;m
1;1;0;1;1;1;1;1;professional;city;yes;sev_a_year;4g;m
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;7g;f
1;1;0;0;1;1;1;1;professional;city;yes;never;7g;f
0;1;0;0;1;1;1;0;professional;city;yes;never;4g;m
1;1;0;0;1;1;1;1;higher;city;yes;never;10g;f
1;1;1;0;1;1;1;1;general;city;no;never;4g;m
1;1;0;1;1;1;1;1;higher;city;yes;never;10g;f
1;0;1;0;1;1;1;1;professional;city;yes;sev_a_year;10g;f
1;1;1;1;1;1;1;1;professional;city;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;professional;city;yes;never;4g;f
0;1;0;0;1;1;1;1;higher;city;yes;sev_a_year;4g;f
1;1;1;1;1;1;1;1;higher;city;yes;sev_a_year;10g;f
0;0;0;0;1;1;1;1;professional;city;yes;sev_a_year;5g;f
1;1;1;0;1;1;1;1;general;city;no;never;7g;f
0;1;0;0;1;1;1;1;professional;city;no;never;4g;f
0;1;0;1;1;1;1;1;higher;city;yes;never;8g;f
1;1;0;1;1;1;1;1;professional;city;yes;sev_a_year;6g;m
1;0;0;0;1;1;1;0;professional;city;yes;sev_a_year;10g;m
0;1;0;0;1;1;1;1;higher;city;no;never;9g;m
1;1;1;1;1;1;1;1;professional;city;yes;never;5g;f
0;1;0;0;1;1;1;1;professional;city;yes;never;4g;m
0;1;0;0;1;1;1;1;professional;city;yes;min_once_a_month;2g;f
0;0;0;0;1;1;1;1;professional;city;no;never;8g;f
0;1;0;0;1;1;1;1;higher;city;no;never;8g;f
1;1;1;1;1;1;1;1;professional;city;yes;sev_a_year;8g;f
1;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;2g;f
1;1;0;0;1;1;1;1;professional;city;yes;never;11g;f
0;1;0;0;1;1;1;1;higher;city;yes;never;10g;f
0;1;0;0;1;1;1;1;professional;city;yes;min_once_a_month;1g;f
1;1;1;0;1;1;1;1;professional;city;yes;never;2g;f
0;1;0;1;1;1;1;1;higher;city;yes;sev_a_year;5g;f
0;0;0;0;1;1;1;1;professional;city;no;sev_a_year;4g;f
0;1;0;1;1;1;1;1;general;city;yes;never;10g;m
0;1;0;0;1;1;1;1;higher;city;yes;min_once_a_month;6g;f
0;1;0;1;1;1;1;1;higher;city;yes;min_once_a_month;5g;f
0;0;0;0;1;1;1;0;professional;city;no;never;2g;m
0;1;0;1;1;1;1;1;professional;city;no;sev_a_year;10g;f
1;1;1;1;1;1;1;1;general;city;yes;sev_a_year;2g;f
1;1;1;1;1;1;1;1;higher;city;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;professional;city;yes;min_once_a_month;3g;f
0;1;0;1;1;1;1;1;professional;city;yes;never;7g;f
1;1;0;1;1;1;1;1;higher;city;yes;never;5g;f
0;1;0;0;1;1;1;1;professional;city;yes;never;6g;m
0;1;0;0;1;1;1;1;higher;city;no;never;3g;f
0;1;0;1;1;1;1;1;higher;city;yes;never;11g;f
0;0;0;0;1;1;1;1;higher;city;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;higher;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;2g;f
1;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;10g;f
1;1;1;1;1;1;1;1;professional;city;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;higher;city;yes;sev_a_year;10g;f
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;6g;m
1;1;1;1;1;1;1;1;professional;city;yes;never;6g;f
0;0;0;0;1;1;0;0;general;city;yes;min_once_a_month;11g;m
1;0;1;0;1;1;1;0;general;city;yes;never;11g;m
0;1;0;0;1;1;1;1;professional;city;yes;never;1g;f
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;5g;f
1;1;1;1;1;1;1;1;professional;city;yes;never;6g;f
0;1;0;0;1;1;1;1;professional;city;no;never;2g;m
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;6g;f
1;1;0;1;1;1;1;1;higher;city;yes;never;1g;f
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;3g;f
1;1;0;0;1;1;1;1;professional;city;yes;never;9g;f
1;0;1;0;1;1;1;1;professional;city;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;7g;f
0;0;0;0;1;1;1;1;professional;city;yes;sev_a_year;10g;f
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;6g;f
1;1;0;0;1;1;1;1;professional;city;no;sev_a_year;5g;f
1;1;0;0;1;1;1;1;professional;city;no;never;7g;m
1;1;0;0;1;1;1;1;professional;village;yes;never;2g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;f
0;1;0;0;1;1;1;1;higher;village;yes;never;4g;f
0;1;0;1;1;1;1;1;professional;village;yes;never;6g;f
0;0;0;0;1;1;1;1;general;village;yes;never;2g;f
1;0;1;0;1;1;1;1;higher;village;yes;sev_a_year;7g;f
1;1;1;0;1;1;1;1;general;village;no;never;3g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;7g;f
0;1;0;0;1;1;1;1;professional;village;no;never;6g;f
1;1;0;0;1;1;1;1;professional;village;no;never;7g;f
0;0;0;0;1;1;1;1;professional;village;yes;never;9g;f
0;1;0;1;1;1;1;1;higher;village;no;never;8g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;5g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;9g;f
0;1;0;1;1;1;1;1;professional;village;yes;never;5g;f
0;0;0;0;1;1;1;1;general;village;yes;never;2g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;8g;f
1;1;0;1;1;1;1;1;professional;village;yes;never;5g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;8g;m
0;0;0;0;1;1;0;0;higher;village;yes;never;11g;f
0;1;0;0;1;1;1;1;professional;village;no;sev_a_year;7g;f
0;1;0;0;1;1;1;1;professional;village;no;never;4g;f
0;0;0;0;1;1;0;1;higher;village;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;5g;f
0;1;0;0;1;1;1;1;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;professional;village;no;never;6g;m
1;1;1;0;1;1;1;1;professional;village;no;never;5g;f
0;0;0;0;1;1;1;0;professional;village;no;never;8g;m
0;1;0;1;1;1;1;1;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;general;village;yes;never;6g;m
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;4g;m
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;6g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;6g;m
1;0;0;0;1;1;1;0;professional;village;yes;never;11g;m
0;1;0;0;1;1;1;1;general;village;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;8g;m
1;0;0;0;1;1;1;1;professional;village;yes;sev_a_year;11g;m
1;1;1;0;1;1;1;1;professional;village;yes;never;9g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;7g;f
1;0;0;0;1;1;1;1;professional;village;yes;never;10g;f
0;0;0;0;1;1;1;1;professional;village;yes;never;4g;f
0;0;0;0;1;1;1;1;general;village;yes;never;2g;f
1;0;0;0;1;1;1;1;professional;village;no;never;9g;f
1;0;1;0;1;1;1;1;general;village;yes;never;4g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;5g;f
1;1;1;0;1;1;1;1;general;village;yes;never;7g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;f
1;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;9g;f
1;1;1;1;1;1;1;1;professional;village;no;never;7g;f
1;1;0;0;1;1;1;1;professional;village;no;never;10g;m
1;1;0;1;1;1;1;1;general;village;yes;never;4g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;m
0;1;0;0;1;1;1;1;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;2g;f
0;1;0;0;1;1;1;1;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;professional;village;no;never;9g;f
0;1;0;0;1;0;1;1;general;village;no;never;7g;f
0;0;0;0;1;1;1;1;general;village;no;never;3g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;f
1;1;1;1;1;1;1;1;professional;village;yes;never;8g;f
0;1;0;1;1;1;1;1;general;village;yes;never;5g;m
1;1;0;1;1;1;1;1;general;village;yes;never;1g;f
1;1;1;1;1;1;1;1;general;village;yes;never;7g;f
1;1;1;0;1;1;1;1;general;village;yes;never;2g;f
1;0;1;0;1;1;1;1;general;village;yes;never;3g;f
1;0;0;0;1;1;1;0;general;village;no;never;9g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;7g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;7g;f
1;1;0;1;1;1;1;1;general;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;5g;m
1;1;0;1;1;1;1;1;higher;village;yes;min_once_a_month;8g;m
0;1;0;1;1;1;1;1;professional;village;yes;never;6g;f
0;1;0;0;1;1;1;1;general;village;yes;never;6g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;9g;m
0;1;0;0;1;1;1;1;general;village;no;never;11g;m
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;8g;m
0;1;0;0;1;1;1;1;general;village;no;never;6g;f
1;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;9g;f
1;1;0;0;1;1;1;1;general;village;no;never;8g;f
0;1;0;1;1;1;1;1;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;general;village;no;never;9g;m
0;1;0;0;1;1;1;1;professional;village;no;never;4g;m
0;1;0;0;1;1;1;1;general;village;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;professional;village;no;never;6g;f
1;1;0;0;1;1;1;0;professional;village;no;never;7g;m
1;1;1;0;1;1;1;1;general;village;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;professional;village;no;never;8g;f
1;1;1;0;1;1;1;1;general;village;yes;never;2g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;7g;m
1;1;0;0;1;1;1;1;professional;village;yes;never;11g;m
1;1;1;0;1;1;1;1;general;village;yes;never;4g;f
1;1;0;1;1;1;1;1;professional;village;yes;never;6g;f
1;1;1;1;1;1;1;1;general;village;yes;sev_a_year;5g;f
1;1;1;1;1;1;1;1;professional;village;no;never;9g;f
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;8g;f
1;1;1;0;1;1;1;1;professional;village;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;7g;m
1;1;1;1;1;1;1;1;professional;village;no;never;8g;f
1;1;1;0;1;1;1;1;professional;village;yes;never;5g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;7g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;general;village;yes;sev_a_year;6g;f
1;1;1;0;1;0;1;1;general;village;no;never;11g;f
0;1;0;0;1;1;1;1;general;village;no;never;6g;m
0;1;0;0;1;1;1;1;professional;village;no;never;5g;m
1;1;1;1;1;1;1;1;general;village;no;never;1g;f
0;1;0;0;1;1;1;1;general;village;yes;never;2g;f
1;1;0;0;1;1;1;1;professional;village;no;never;11g;f
1;1;0;0;1;1;1;1;general;village;yes;sev_a_year;5g;f
1;1;0;1;1;1;1;1;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;f
1;1;0;0;1;1;1;1;general;village;yes;sev_a_year;6g;f
1;0;0;0;1;1;1;1;professional;village;yes;sev_a_year;7g;f
1;1;0;0;1;1;1;1;professional;village;no;never;6g;m
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;10g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;professional;village;no;never;10g;f
0;0;0;0;1;1;1;0;general;village;yes;never;2g;f
1;1;1;0;1;1;1;1;higher;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;f
0;0;0;0;1;1;1;1;professional;village;yes;sev_a_year;7g;f
1;1;0;0;1;1;1;1;professional;village;no;never;6g;f
0;0;0;0;1;1;1;0;professional;village;yes;never;7g;m
1;1;1;1;1;1;1;1;professional;village;yes;sev_a_year;6g;f
1;1;1;0;1;1;1;1;general;village;no;never;10g;m
1;1;0;0;1;1;1;1;general;village;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;8g;m
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;10g;f
0;0;0;0;1;1;1;1;general;village;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;general;village;yes;never;4g;m
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;higher;village;yes;never;6g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;f
1;1;0;1;1;1;1;1;professional;village;no;never;5g;f
0;0;0;0;1;1;1;0;higher;village;yes;never;11g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;m
1;1;1;1;1;1;1;1;professional;village;yes;sev_a_year;4g;f
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;8g;f
1;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;higher;village;no;never;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;6g;f
1;1;1;0;1;1;1;1;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;higher;village;yes;never;8g;f
0;0;0;0;1;1;1;0;higher;village;no;never;11g;f
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;higher;village;yes;never;8g;f
1;1;1;1;1;1;1;1;professional;village;yes;never;10g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;5g;f
1;1;1;1;1;1;1;0;higher;village;yes;never;2g;f
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;professional;village;yes;once_a_week;6g;f
0;0;0;0;1;1;1;0;higher;village;yes;sev_a_year;11g;f
1;1;1;0;1;1;1;1;higher;village;yes;sev_a_year;9g;f
1;1;1;1;1;1;1;1;higher;village;yes;never;8g;f
0;1;0;0;1;1;1;1;professional;village;no;never;10g;m
1;1;1;1;1;1;1;1;professional;village;no;never;5g;m
1;0;0;0;1;1;1;1;professional;village;no;never;6g;m
0;1;0;0;1;1;1;1;professional;village;no;never;6g;f
0;1;0;0;1;1;1;1;higher;village;yes;never;8g;f
1;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;3g;f
1;1;0;1;1;1;1;1;professional;village;yes;sev_a_year;1g;f
0;1;0;0;1;1;1;1;professional;village;no;never;9g;f
0;1;0;0;1;1;1;1;general;village;no;never;7g;f
0;1;0;0;1;1;1;1;higher;village;no;never;6g;m
0;1;0;0;1;1;1;1;higher;village;yes;min_once_a_month;8g;f
1;1;0;0;1;1;1;1;general;village;no;never;5g;f
1;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;4g;f
0;1;0;0;1;1;1;1;general;village;no;never;4g;m
0;1;0;0;1;1;1;1;professional;village;no;never;4g;m
1;1;0;0;1;1;1;1;professional;village;yes;min_once_a_month;8g;f
1;1;0;1;1;1;1;1;professional;village;no;never;6g;f
1;1;1;0;1;1;1;1;professional;village;yes;never;4g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;2g;f
1;1;0;0;1;1;1;1;professional;village;no;never;6g;f
0;1;0;0;1;1;1;1;higher;village;yes;never;1g;f
1;1;1;0;1;1;1;1;professional;village;yes;sev_a_year;9g;f
1;1;0;0;1;1;1;0;professional;village;no;never;8g;m
1;1;0;1;1;1;1;1;professional;village;yes;never;3g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;5g;m
1;1;0;0;1;1;1;1;professional;village;yes;never;1g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;4g;f
1;1;0;0;1;1;1;1;general;village;no;never;10g;m
1;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;9g;f
1;1;1;0;1;1;1;1;general;village;yes;sev_a_year;9g;f
1;1;0;0;1;1;1;1;general;village;yes;never;11g;f
1;1;1;0;1;1;1;1;professional;village;no;never;4g;f
0;1;0;0;1;1;1;1;higher;village;yes;never;6g;f
0;1;0;0;1;1;1;1;general;village;no;never;1g;m
1;1;0;0;1;1;1;1;general;village;no;never;10g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;5g;f
1;1;1;0;1;1;1;1;professional;village;yes;never;2g;f
0;0;0;0;1;1;1;1;general;village;yes;never;7g;m
1;1;0;0;1;1;1;1;general;village;yes;never;2g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;9g;f
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_week;9g;f
1;1;0;1;1;1;1;1;general;village;no;never;7g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;8g;f
1;1;0;1;1;1;1;1;professional;village;yes;once_a_week;5g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;9g;f
1;1;1;0;1;1;1;1;professional;village;no;never;8g;f
1;1;1;0;1;1;1;1;professional;village;yes;never;10g;f
0;1;0;0;1;1;1;1;professional;village;no;never;6g;f
1;1;1;0;1;1;1;1;professional;village;no;never;5g;f
1;1;1;1;1;1;1;1;professional;village;no;never;7g;f
1;1;0;0;1;1;1;1;higher;village;yes;never;10g;m
1;1;1;0;1;1;1;1;professional;village;no;never;9g;f
1;1;1;1;1;1;1;1;professional;village;no;never;8g;m
1;1;0;0;1;1;1;1;professional;village;no;never;9g;m
0;1;0;0;1;1;1;1;general;village;no;never;4g;m
0;0;0;0;1;1;1;0;general;village;no;never;6g;f
1;1;0;0;1;1;1;1;professional;village;no;never;8g;f
0;1;0;0;1;1;1;1;general;village;no;sev_a_week;2g;f
0;1;0;0;1;1;1;1;higher;village;no;never;5g;m
0;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;professional;village;no;never;4g;m
0;1;0;1;1;1;1;1;professional;village;no;never;6g;f
1;1;1;0;1;1;1;1;professional;village;yes;sev_a_year;7g;f
0;0;0;0;1;1;1;0;professional;village;yes;never;6g;f
0;1;0;0;1;1;1;1;general;village;no;never;9g;m
1;1;0;1;1;1;1;1;professional;village;no;never;5g;m
1;1;1;1;1;1;1;1;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;1g;m
0;1;0;0;1;1;1;1;professional;village;no;never;9g;f
0;1;0;0;1;1;1;1;professional;village;no;never;3g;m
1;1;0;0;1;1;1;1;professional;village;yes;never;7g;f
0;1;0;0;1;1;1;1;general;village;yes;never;4g;m
1;1;0;0;1;1;1;1;professional;village;yes;min_once_a_month;8g;m
0;1;0;0;1;1;1;1;professional;village;no;never;5g;f
0;1;0;0;1;1;1;1;general;village;yes;never;2g;f
0;0;0;0;1;1;1;1;higher;village;yes;never;11g;f
1;1;1;1;1;1;1;1;higher;village;yes;sev_a_year;1g;f
1;0;0;0;1;1;1;0;general;village;no;never;11g;m
0;1;0;0;1;1;1;1;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;professional;village;no;never;6g;m
1;1;1;0;1;1;1;1;professional;village;yes;never;10g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;1g;f
1;1;0;1;1;1;1;1;professional;village;no;never;9g;m
0;1;0;0;1;1;1;1;higher;village;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;general;village;yes;never;1g;m
1;0;1;0;1;1;1;1;professional;village;yes;never;5g;f
1;1;0;1;1;1;1;1;professional;village;yes;never;5g;f
0;1;0;1;1;1;1;1;professional;village;yes;min_once_a_month;6g;f
1;1;1;1;1;1;1;1;higher;village;yes;sev_a_year;7g;f
0;1;0;1;1;1;1;1;professional;village;no;never;5g;m
1;1;0;0;1;1;1;1;higher;village;no;never;3g;m
0;1;0;1;1;1;1;1;higher;village;no;never;4g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;7g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;4g;f
1;1;0;0;1;1;1;1;professional;village;no;never;5g;f
1;1;0;1;1;1;1;1;professional;village;no;never;5g;f
0;1;0;0;1;1;1;1;professional;village;no;never;8g;f
0;1;0;0;1;1;1;1;higher;village;no;never;10g;f
1;1;1;1;1;1;1;1;professional;village;yes;never;7g;f
0;1;0;0;1;1;1;1;higher;village;yes;never;7g;m
1;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;professional;village;no;never;11g;m
1;1;0;1;1;1;1;1;general;village;no;never;7g;f
1;1;1;1;1;1;1;1;general;village;no;never;9g;f
0;1;0;0;1;1;1;1;higher;village;no;never;5g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;5g;f
1;1;1;0;1;1;1;1;general;village;yes;never;9g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;1g;m
1;1;0;1;1;1;1;1;professional;village;yes;never;3g;m
1;1;0;0;1;1;1;1;general;village;yes;never;9g;m
1;1;0;0;1;1;1;1;general;village;yes;sev_a_year;2g;f
0;0;0;0;1;1;1;0;professional;village;yes;sev_a_year;11g;f
1;1;0;0;1;1;1;1;professional;village;yes;sev_a_year;10g;m
1;1;0;0;1;1;1;1;professional;village;no;never;5g;f
1;1;1;0;1;1;1;1;higher;village;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;7g;f
0;1;0;0;1;1;1;1;professional;village;no;never;8g;m
0;1;0;1;1;1;1;1;professional;village;no;never;10g;f
0;1;0;0;1;1;1;1;professional;village;no;never;10g;m
0;1;0;0;1;1;1;1;professional;village;no;never;6g;m
1;0;0;0;1;1;1;1;professional;village;no;never;4g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;7g;f
1;1;1;0;1;1;1;1;professional;village;no;never;8g;f
1;1;1;1;1;1;1;1;higher;village;no;never;7g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;4g;f
1;1;0;0;1;1;1;1;professional;village;no;never;7g;m
1;1;1;0;1;1;1;1;general;village;yes;never;4g;f
1;1;0;0;1;1;1;1;general;village;yes;sev_a_year;1g;f
1;1;0;0;1;1;1;1;general;village;yes;never;9g;f
1;0;1;0;1;1;1;1;professional;village;no;never;6g;f
1;1;0;0;1;1;1;1;professional;village;no;never;2g;m
0;0;0;0;1;1;0;0;professional;village;yes;never;10g;m
1;1;0;1;1;1;1;1;professional;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;general;village;yes;min_once_a_month;4g;m
1;0;0;0;1;1;1;1;general;village;no;never;8g;f
0;1;0;0;1;1;1;1;general;village;yes;sev_a_year;6g;f
1;1;1;0;1;1;1;1;professional;village;no;never;5g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;10g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;10g;f
1;1;1;1;1;1;1;1;general;village;no;never;8g;f
0;1;0;1;1;1;1;1;professional;village;yes;never;5g;f
0;1;0;0;1;1;1;1;professional;village;no;never;4g;m
1;1;0;0;1;1;1;1;professional;village;yes;never;9g;m
1;1;0;0;1;1;1;1;general;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;4g;m
1;1;0;0;1;0;1;1;general;village;no;never;10g;f
1;0;0;0;1;0;1;0;general;village;no;never;11g;f
0;1;0;0;1;1;1;1;general;village;no;never;5g;f
0;1;0;0;1;1;1;1;general;village;yes;never;10g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;8g;f
1;1;1;1;1;1;1;1;professional;village;yes;never;6g;f
1;1;0;0;1;1;1;1;professional;village;yes;never;7g;m
1;0;0;0;1;1;1;1;professional;village;yes;never;9g;m
0;1;0;1;1;1;1;1;general;village;yes;never;2g;f
1;1;0;0;1;1;1;0;professional;village;no;never;6g;f
0;1;0;0;1;1;1;1;general;village;no;never;9g;m
1;1;1;0;1;1;1;1;professional;village;yes;sev_a_year;3g;f
0;1;0;0;1;1;1;1;professional;village;yes;never;8g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;4g;f
1;1;0;1;1;1;1;1;professional;village;yes;never;2g;m
0;1;0;0;1;1;1;1;professional;village;yes;never;6g;f
0;1;0;0;1;1;1;1;general;village;yes;never;10g;f
1;0;1;0;1;1;1;1;general;village;yes;never;9g;f
0;1;0;0;1;1;1;1;general;city;yes;min_once_a_month;1g;f
0;1;0;1;1;1;1;1;general;city;yes;sev_a_year;4g;f
0;1;0;0;1;1;1;1;general;city;no;never;6g;m
0;1;0;0;1;1;1;1;higher;city;yes;never;6g;f
0;1;0;1;1;1;1;1;professional;city;yes;min_once_a_month;5g;f
1;0;1;0;1;1;1;1;professional;city;yes;sev_a_year;7g;f
1;0;1;0;1;1;1;1;professional;city;yes;min_once_a_month;7g;f
1;1;1;1;1;1;1;1;professional;city;yes;sev_a_year;9g;f
1;1;0;1;1;1;1;1;general;city;yes;sev_a_year;10g;f
1;1;0;1;1;1;1;0;general;city;yes;sev_a_year;5g;f
0;0;0;0;1;1;1;1;higher;city;no;never;8g;f
0;1;0;0;1;1;1;1;general;city;yes;min_once_a_month;2g;f
0;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;6g;f
1;1;1;0;1;1;1;1;professional;city;yes;min_once_a_month;2g;f
1;1;1;0;1;1;1;1;higher;city;yes;sev_a_year;1g;m
0;1;0;0;1;1;1;1;professional;city;yes;min_once_a_month;2g;f
0;0;0;0;1;1;1;0;professional;city;no;never;5g;f
1;1;1;1;1;1;1;0;general;city;yes;sev_a_year;3g;f
0;1;0;0;1;1;1;1;general;city;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;higher;city;yes;never;1g;m
0;1;0;0;1;1;1;1;higher;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;general;city;yes;min_once_a_month;3g;f
1;1;0;0;1;1;1;1;professional;city;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;professional;city;yes;min_once_a_month;6g;f
1;1;1;1;1;1;1;1;general;city;no;never;9g;f
0;0;0;0;1;1;1;1;professional;city;yes;sev_a_year;5g;f
0;1;0;1;1;1;0;1;higher;city;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;0;higher;city;yes;sev_a_year;2g;f
1;1;1;1;1;1;1;1;higher;city;yes;sev_a_year;3g;m
